curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_334:0000019,storage root size visual rating 1-7,"Ease of digging out root form the soil, RtLng_VisScg_1to7, rtsz",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000492,Storage Root Size,Morphological,Storage root length,Storage root length,rtsz,,Tuberous root,Length,Recommended,,CO_334:0010288,Visual Rating:Storage Root Size_method,Estimation,Visual scoring of root length,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100494,7pt scale,Ordinal,,,,,1 =,2 =,3 = Short,4 =,5 = Medium,6 =,7 = Long,,,
,CO_334:0000020,storage root shape visual rating 1-6,"rtshp, RtShp_VisClsn_1to6",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000491,Storage Root Shape,Morphological,Storage root shape,,rtshp,,Tuberous root,Shape,Recommended,,CO_334:0010289,Visual Rating:Storage Root Shape_method,Estimation,Visual rating of root shape,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100495,6pt scale,Nominal,,,,,1 = Conical,2 = conical-cylindrical,3 = Cylindrical,4 = Fusiform,5 = Irregular,6 = Combination of above,,,,
,CO_334:0000021,storage root pulp color visual rating 1-3,"plpcol, PlpCol_VisClsn_1to3",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000490,Storage Root Pulp Color,Morphological,Storage root pulp color,,PlpCol,,Tuberous root pulp,Color,Recommended,,CO_334:0010292,Visual Rating:Storage Root Pulp Color _method,Estimation,Visual rating of root pulp colour immediately after roots are cut,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100498,3pt scale,Nominal,,,,,1 = White or cream,2 = yellow,3 = pink,,,,,,,
,CO_334:0000022,root neck length visual rating 0-7,"NkLng_VisClsn_0to7, nklgt",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000451,Root Neck Length,Morphological,Root neck length,,NckLng,,,Length,Recommended,,CO_334:0010293,Visual Rating:Root Neck Length_method,Estimation,Visual rating of the root neck length,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100499,8pt scale,Ordinal,,,,,0 = absent or sessile,1 =,2 =,3 = Short,4 =,5 = Medium,6 =,7 = Long,,
,CO_334:0000023,petiole color visual rating 1-9,"PtlCol_VisClsn_1to9, petcol",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000427,Petiole Color,Morphological,Petiole color,,petcol,,,Color,Recommended,,CO_334:0010345,Visual Rating :Petiole Color_method,Estimation,Visual rating of petiole color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100551,7pt scale,Nominal,,,,,1 =,2 =,3 = Light green,4 =,5 = Dark green,6 =,7 = Green purple,8 = Red,9 = Purple,
,CO_334:0000024,petiole length visual rating 0-7,"petlgt, PtlLng_VisScg_0to7",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000429,Petiole length,Morphological,Petiole length,,PetLng,,,Length,Recommended,,CO_334:0010344,Visual Rating :Petiole Length_method,Estimation,Visual rating of the petiole length,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100550,4 pt scale,Ordinal,,,,,0 = Absent,1 =,2 =,3 = Short,4 =,5 = Medium,6 =,7 = Long,,
,CO_334:0000025,young stem pubescence visual rating 0-7,"stmpub, StPub_VisScg_1to7",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000506,Young Stem Pubescence,Morphological,Pubescence of young stem,,stmpub,,,Pubescence,Recommended,,CO_334:0010348,Visual Rating :Young Stem Pubescence_method,Estimation,Visual rating of young stem pubescence,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100554,8pt scale,Nominal,,,,,0 = Absent,1 =,2 =,3 = Little pubescence,4 =,5 = Moderate pubescence,6 =,7 = High pubescence,,
,CO_334:0000026,apical pubescence visual rating 0-7,"LfPub_VisClsn_0to7, apubes",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000283,Apical Pubescence,Morphological,Pubescence of young leaves,,LfPub,,,Pubescence,Recommended,,CO_334:0010338,Visual Rating:Apical Pubescence_method,Estimation,Visual rating of the young leaves pubescence,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100544,8pt scale,Nominal,,,,,0 = Absence,1 =,2 =,3 = Little pubescence,4 =,5 = Moderate pubescence,6 =,7 = High pubescence,,
,CO_334:0000034,cassava mealy bug severity by visual rating 1-5,"cmbs, CMBSev_Est_1to5",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000340,Cassava Mealy Bug Severity,Biotic stress,Severity of the damage caused by Cassava mealy bug (Phenacoccus Manihoti),Cassava Mealy Bug Severity - Cassavabase,CMBSev,,,Severity,Recommended,,CO_334:0010267,Visual Observation:Cassava Mealy Bug Severity_method,Estimation,"Severity of cassava mealy bug symptoms caused by mealybug, Phenacoccus Manihoti",,Dixon et al 2010 Fukuda et al 2010,CO_334:0100473,5 pt scale,Ordinal,,,,,1 = No symptom,2 = Mild,3 = Severe,4 = Very severe,5 = Extremely severe,,,,,
,CO_334:0000041,cassava mealy bug incidence by ratio,"CMBInc_Est_1to5, cmbi",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000339,Cassava Mealy Bug Incidence,Biotic stress,Proportion of plants within a plot showing symptoms of cassava mealy-bug damage (Phenacoccus Manihoti),,cmbi,,,Incidence,Recommended,,CO_334:0010268,Counting:Cassava Mealy Bug Incidence_method,Computation,A ratio of plants showing symptoms of cassava mealy bug damage divided by the total number of plant stands,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100474,ratio,Numerical,,,,,,,,,,,,,,
,CO_334:0000042,spiraling whitefly severity : visual 1-5,"Swfs, SWfSev_VisScg_1to5",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000465,Spiraling Whitefly Severity,Biotic stress,Spiraling whitefly severity,,SWFSev,,,Severity,Recommended,,CO_334:0010325,Visual Observation:Spiraling Whitefly Severity_method,Estimation,The trait is scored for severity of cassava spiraling whitefly symptoms caused by Aleurodicus dispersus,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100531,5 pt scale,Ordinal,,,,,1 = No symptom,2 = Mild,3 = Severe,4 = Very severe,5 = Extremely severe,,,,,
,CO_334:0000043,spiraling whitefly incidence by proportion,"Swfi, SWfInc_Comp_r",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000464,Spiraling Whitefly Incidence,Biotic stress,Proportion of plants within a plot showing evidence of colonization by spiraling whitefly.,,Swfi,,,Incidence,Recommended,,CO_334:0010326,Counting:Spiraling Whitefly Incidence_method,Computation,A ratio of infected plants with spiraling whitefly to total plant stands.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100532,ratio,Numerical,,,,,,,,,,,,,,
,CO_334:0000044,red spider mite severity : visual 1-5,"rsms, RSMSev_VisScg_1to5",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000444,Red Spider Mite Severity,Biotic stress,Red spider mite severity,,RSMSev,,,Severity,Recommended,,CO_334:0010323,Visual Observation:Red Spider Mite Severity_method,Estimation,The trait is scored for severity of red spider mite symptoms caused by Oligonychus gossypii and Tetranychus spp.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100529,5 pt scale,Ordinal,,,,,1 = No symptom,2 = Mild,3 = Severe,4 = Very severe,5 = Extremely severe,,,,,
,CO_334:0000045,red spider mite incidence by proportion,"RSMInc_Comp_r, rsmi",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000443,Red Spider Mite Incidence,Biotic stress,Proportion of plants within a plot showing evidence of colonization by red spider mite.,,rsmi,,,Incidence,Recommended,,CO_334:0010324,Counting:Red Spider Mite Incidence_method,Computation,A ratio of infected plants with red spider mite to total plant stands.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100530,ratio,Numerical,,,,,,,,,,,,,,
,CO_334:0000046,petiole insertion angle visual rating 0-7,"PtlAng_VisScg_0to7, petang",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000428,Petiole Insertion Angle,Morphological,Angle between branch and petiole,,petang,,,Insertion angle,Recommended,,CO_334:0010343,Visual Rating :Petiole Insertion Angle_method,Estimation,Trait monitored by observing the angle between branch and petiole,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100549,7pt scale,Ordinal,,,,,0 = no petiole,1 =,2 =,3 = 15-30,4 =,5 = 45-60,6 =,7 = 75-90,,
,CO_334:0000047,abscisic acid content of leaf ug/g,"abscon, AbsCt_Meas_ugg",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000276,Abscisic Acid Content,Physiological,Abscisic acid content of leaf sample,,abscon,,,Abscisic Acid Content,Recommended,,CO_334:0010366,Estimation :Abscisic Acid Content_method,Measurement,Abscisic acid content of leaf sample.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100572,ug/g,Numerical,,,,,,,,,,,,,,
,CO_334:0000048,leaf retention visual rating 1-5,"lfret, LfRet_VisSc_1to5",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000396,Leaf retention,Physiological,Leaf retention (stay green).,"Stay green, Leaf Retention - Cassavabase",lfret,,Leaf,Retention ability,Recommended,,CO_334:0010305,Visual Rating:Leaf Retention_method,Estimation,Visual scoring of leaf retention or longevity,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100511,7pt scale,Ordinal,,,,,1 = no stress,2 =,3 = low susceptibility,4 =,5 = medium suceptibility,6 =,7 = high susceptibility,,,
,CO_334:0000049,leaf life span in days,"lflife, LfLife_Count_days",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000390,Leaf Life span,Physiological,Leaf life span,,LfLiife,,,Life span,Recommended,,CO_334:0010367,Calculation :Leaf Life _method,Counting,Measures leaf life span estimated as days.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100573,days,Duration,,,,,,,,,,,,,,
,CO_334:0000050,storage root peduncle visual rating 0-5,"RtPed_VisClsn_0to7, rtpedu",Characterization trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000488,Storage Root Peduncle,Morphological,Storage Root Peduncle,,rtpedu,,,,Recommended,,CO_334:0010309,Visual Rating:Storage Root Peduncle_method,Estimation,Visual rating of root peduncle length of the plant,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100515,8pt scale,Ordinal,,,,,0 = Absent,1 =,2 =,3 = Pedunculate,4 =,5 = Mixed,6 =,7 =,,
,CO_334:0000051,storage root constriction visual scoring 0&1,"RtConsPrsnc_VisClsn_0or1, rtcons",Characterization trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000485,Storage Root Constrictions,Morphological,Presence of constrictions on the storage root,Tuberous root constriction presence,rtcons,,,Presence of constriction,Recommended,,CO_334:0010310,Visual Rating:Storage Root Constrictions_method,Estimation,Visual rating of mature root constrictions,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100516,2pt scale,Nominal,,,,,0 = Absent,1 = Present,,,,,,,,
,CO_334:0000052,root position visual rating 1-3,"RtPos_VisClsn_1to3, rtpost",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000453,Root Position,Morphological,Position of roots,,rtpost,,,Position,Recommended,,CO_334:0010364,Visual Rating :Root Position_method,Estimation,Visual rating of root position in the soil,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100570,3pt scale,Nominal,,,,,1 = Tending toward vertical,2 = Tending toward horizontal,3 = irregular,,,,,,,
,CO_334:0000053,root surface color visual rating 1-3,"RtSurfCol_VisClsn_1to3, rtscol",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000454,Root Surface Color,Morphological,Storage root surface color,,RtSurfCol,,,Color,Recommended,,CO_334:0010311,Visual Rating:Root Surface Color_method,Estimation,Visual rating of root surface color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100517,3pt scale,Nominal,,,,,1 = White or cream,2 = Light brown,3 = Dark brown,,,,,,,
,CO_334:0000054,root surface texture visual rating 1-7,"RtSurfTex_VisClsn_1to7, rttext",Characterization trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000455,Root Surface Texture,Morphological,Storage root surface texture,,rttext,,,Texture,Recommended,,CO_334:0010312,Visual Rating:Root Surface Texture_method,Estimation,Visual rating of root surface texture,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100518,3pt scale,Nominal,,,,,1 =,2 =,3 = Smooth,4 =,5 = Intermediate,6 =,7 = Rough,,,
,CO_334:0000055,storage root diameter visual rating 1-7,"rtdiam, RtDia_VisScg_1to7",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000487,Storage Root Diameter,Morphological,Storage root diameter,,rtdiam,,,Diameter,Recommended,,CO_334:0010365,Visual Rating :Storage Root Diameter_method,Estimation,Visual rating of root diameter,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100571,7pt scale,Nominal,,,,,1 =,2 =,3 = Short,4 =,5 = Medium,6 =,7 = Long,,,
,CO_334:0000056,caruncle color visual scoring 1-3,"carcol, CarunCol_VisClsn_1to3",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000298,Caruncle Color,Morphological,Color of caruncle,,carcol,,,Color,Recommended,,CO_334:0010363,Visual Rating :Caruncle Color_method,Estimation,Visual rating of the caruncle color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100569,4pt scale,Nominal,,,,,1 = White or cream,2 = Pink or red,3 = Purple,,,,,,,
,CO_334:0000057,stigma color visual scoring 1-5,"StgmCol_VisClsn_1to5, stgmco",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000481,Stigma Color,Morphological,Color of stigma,,stgmco,,,Color,Recommended,,CO_334:0010355,Visual Rating :Stigma Color_method,Estimation,Visual rating of sigma color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100561,5pt scale,Nominal,,,,,1 = White,2 = Orange,3 = Green,4 = Red,5 = Purple,,,,,
,CO_334:0000058,ovary color visual rating 1-5,"OvrCol_VisClsn_1to5, ovryco",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000421,Ovary Color,Morphological,Color of ovary,,ovryco,,,Color,Recommended,,CO_334:0010356,Visual Rating :Ovary Color_method,Estimation,Visual rating of ovary color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100562,5pt scale,Nominal,,,,,1 = White,2 = Orange,3 = Green,4 = Red,5 = Purple,,,,,
,CO_334:0000059,disc color visual scoring 1-5,"discol, DiscCol_VisClsn_1to5",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000360,Disc Color,Morphological,Color of disc,,discol,,,Color,Recommended,,CO_334:0010354,Visual Rating :Disc Color_method,Estimation,Visual rating of floral disc color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100560,5pt scale,Nominal,,,,,1 = White,2 = Orange,3 = Green,4 = Red,5 = Purple,,,,,
,CO_334:0000060,sepal color visual rating 1-5,"SepCol_VisClsn_1to5, splcol",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000462,Sepal Color,Morphological,Color of sepals,,splcol,,,Color,Recommended,,CO_334:0010353,Visual Rating :Sepal Color_method,Estimation,Visual rating of sepal color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100559,5pt scale,Nominal,,,,,1 = White or cream,2 = Orange,3 = Green,4 = Red,5 = Purple,,,,,
,CO_334:0000061,anther color visual rating 1-3,"anther, AnthCol_VisClsn_1to5",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000280,Anther Color,Morphological,Color of anthers,,anther,,,Color,Recommended,,CO_334:0010357,Visual Rating :Anther Color_method,Estimation,Visual rating of anthers color,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100563,3pt scale,Nominal,,,,,1 = Cream,2 = Orange,3 = Other,,,,,,,
,CO_334:0000062,StmCol_VisClsn_1to4,stmcol,Characterization trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000475,Stem Color,Morphological,Stem color,,stmcol,,,Color,Recommended,,CO_334:0010301,Visual Scoring :Stem Color_method,Estimation,Visual rating of stem color nine months after planting,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100507,4pt scale,Nominal,,,,,1 = Silver,2 = light brown or orange,3 = dark brown,4 = dark green,,,,,,
,CO_334:0000063,seed color visual rating 1-5,"seedco, SdCol_VisClsn_1to5",Characterization trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000459,Seed Color,Morphological,Main color of seed,,seedco,,,Color,Recommended,,CO_334:0010362,Visual Rating :Seed Color_method,Estimation,Trait monitored by observing the color of the seed,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100568,5pt scale,Nominal,,,,,1 = Brown,3 = Grey,4 = Black,5 = Dark brown,,,,,,
,CO_334:0000064,storage root periderm color visual rating 1-4,"RtPeridCol_VisClsn_1to4, outcol",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000489,Storage Root Periderm Color,Morphological,Color of outer surface of storage root periderm (outer skin),Outer skin color,outcol,,,Color,Recommended,,CO_334:0010291,Visual Rating:Storage Root Periderm Color_method,Estimation,Visual rating of root periderm colour,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100497,4pt scale,Nominal,,,,,1 = White or cream,2 = yellow,3 = pink,4 = purple,,,,,,
,CO_334:0000065,ascorbic acid in root percentage,AscACt_Meas_pct,Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000284,Ascorbic Acid,Quality,Ascorbic acid content,Vitamin C,,,,Ascorbic acid content,Recommended,,CO_334:0010377,Estimation :Ascorbic Acid_method,Measurement,Antioxidant and water soluble vitamin of cassava storage root.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100583,Pct (%),Numerical,,,,,,,,,,,,,,
,CO_334:0000066,ash content in percentage,"MinCt_Burng_pct, ash",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000285,Ash Content,Quality,Ash content,Tuberous root mineral salt content,ash,,,Mineral salt content,Recommended,,CO_334:0010378,Estimation :Ash Content_method,Computation,"Residue left behind after all organic matter has been burnt off, a measure of total mineral salts in a food",,Dixon et al 2010 Fukuda et al 2010,CO_334:0100584,Pct (%),Numerical,,,,,,,,,,,,,,
,CO_334:0000067,fibre content estimation in percentage,"Longer varieties has less fibre in them, fibre, FibCt_Meas_pct",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000366,Fibre Content,Quality,Fibre content,,fibre,,,Fibre content,Recommended,,CO_334:0010373,Estimation :Fibre Content_method,Measurement,Measured part of tuber root that cannot be digested by humans.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100579,Pct (%),Numerical,,,,,,,,,,,,,,
,CO_334:0000068,iron content in roots by ppm (mg/kg),"FeCt_Meas_ugg, fe",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000387,Iron Content,Quality,Iron content.,,fe,,,Iron content,Recommended,,CO_334:0010370,Estimation :Iron Content_method,Measurement,Measured total iron content in cassava storage roots.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100576,ug/g,Numerical,,,,,,,,,,,,,,
,CO_334:0000069,moisture content in percentage,"RtMoistCt_Comp_pct, mc",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000407,Moisture Content,Quality,Storage root moisture content,,mc,,,Moisture content,Recommended,,CO_334:0010314,Estimation :Moisture Content_method,Computation,Measured percentage of water contained in cassava storage roots at harvest usually estimated as one minus the dry matter content,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100520,Pct (%),Numerical,,,,,,,,,,,,,,
,CO_334:0000070,protein content in percentage,"ProtCt_Meas_pct, protei",Breeding trials,,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000442,Protein Content,Quality,Protein content,,protei,,,Protein content,Recommended,,CO_334:0010372,Estimation :Protein Content_method,Measurement,Measured Percentage of protein content in cassava storage roots.,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100578,Pct (%),Numerical,,,,,,,,,,,,,,
,CO_334:0000071,starch content percentage,"starch, StrchCt_Est_pct",Breeding trials,default,Recommended,,IITA,Peter Kulakow Coordinator,,EN,Cassava,CO_334:0000474,Starch Content,Quality,Starch content,,starch,,,Starch content,Recommended,,CO_334:0010313,Estimation :Starch Content _method,Estimation,Estimated percentage of complex carbohydrates or start after extraction from cassava storage root,,Dixon et al 2010 Fukuda et al 2010,CO_334:0100519,Pct (%),Numerical,,,,,,,,,,,,,,
